Date,Adj Close,Close,High,Low,Open,Volume
2018-12-04,0.1476529985666275,0.1476529985666275,0.1545429974794387,0.1464249938726425,0.1492870002985,71173373
2018-12-05,0.1359360069036483,0.1359360069036483,0.1478960067033767,0.1359360069036483,0.1478209942579269,68043240
2018-12-06,0.1195940002799034,0.1195940002799034,0.1392260044813156,0.1195940002799034,0.1355910003185272,152806952
2018-12-07,0.1152630001306533,0.1152630001306533,0.1194709986448288,0.1069310009479522,0.1194709986448288,174082644
2018-12-08,0.1189929991960525,0.1189929991960525,0.1252029985189438,0.1125670000910759,0.1153910011053085,157281952
2018-12-09,0.124328002333641,0.124328002333641,0.1265369951725006,0.11820600181818,0.1186000034213066,184624488
2018-12-10,0.1182530000805854,0.1182530000805854,0.1254439949989318,0.1163220033049583,0.124218001961708,92973561
2018-12-11,0.1128349974751472,0.1128349974751472,0.1191610023379325,0.1123889982700347,0.1180170029401779,198352456
2018-12-12,0.1136899963021278,0.1136899963021278,0.116236001253128,0.1112819984555244,0.1126639991998672,90782295
2018-12-13,0.1058000028133392,0.1058000028133392,0.1137539967894554,0.1045629978179931,0.1137539967894554,51964279
2018-12-14,0.09774000197649,0.09774000197649,0.1056559979915618,0.0958810001611709,0.1056559979915618,75210407
2018-12-15,0.095439001917839,0.095439001917839,0.0994130000472068,0.093139998614788,0.0978669971227645,80164249
2018-12-16,0.0962779968976974,0.0962779968976974,0.0995860025286674,0.095270000398159,0.0954699963331222,64490415
2018-12-17,0.1096929982304573,0.1096929982304573,0.1127389967441558,0.0962970033288002,0.0964900031685829,103169894
2018-12-18,0.1143300011754036,0.1143300011754036,0.1143300011754036,0.1076119989156723,0.1096709966659545,96486763
2018-12-19,0.1142449975013732,0.1142449975013732,0.1265970021486282,0.1142449975013732,0.1147309988737106,113320280
2018-12-20,0.1265500038862228,0.1265500038862228,0.1276589930057525,0.1135239973664283,0.1138650029897689,125348361
2018-12-21,0.1199159994721412,0.1199159994721412,0.1334400027990341,0.1173790022730827,0.1261789947748184,140455598
2018-12-22,0.1227499991655349,0.1227499991655349,0.1235880032181739,0.1173309981822967,0.119997002184391,131136807
2018-12-23,0.1265850067138672,0.1265850067138672,0.128493994474411,0.1226039975881576,0.123208001255989,128331036
2018-12-24,0.1325200051069259,0.1325200051069259,0.1413509994745254,0.1266680061817169,0.1266680061817169,169588599
2018-12-25,0.1216820031404495,0.1216820031404495,0.1333419978618621,0.1191430017352104,0.1331229954957962,111648903
