Date,Adj Close,Close,High,Low,Open,Volume
2018-12-04,0.3522309958934784,0.3522309958934784,0.3614310026168823,0.3425279855728149,0.3485339879989624,445334425
2018-12-05,0.3382419943809509,0.3382419943809509,0.3533090054988861,0.3382419943809509,0.3523530066013336,400526135
2018-12-06,0.3109360039234161,0.3109360039234161,0.3424949944019317,0.3103600144386291,0.3370830118656158,517551018
2018-12-07,0.3019970059394836,0.3019970059394836,0.3110589981079101,0.2913509905338287,0.3108370006084442,667331347
2018-12-08,0.3072690069675445,0.3072690069675445,0.3181850016117096,0.2972320020198822,0.3024399876594543,463529471
2018-12-09,0.3133699893951416,0.3133699893951416,0.3201439976692199,0.3046660125255584,0.3064509928226471,430122747
2018-12-10,0.3037660121917724,0.3037660121917724,0.316210001707077,0.300599992275238,0.3134849965572357,386627711
2018-12-11,0.3013449907302856,0.3013449907302856,0.3103429973125458,0.2980949878692627,0.3030999898910522,394872461
2018-12-12,0.307323008775711,0.307323008775711,0.3111500144004822,0.3006710112094879,0.3006710112094879,370325300
2018-12-13,0.300025999546051,0.300025999546051,0.3077999949455261,0.298117995262146,0.3076600134372711,303413883
2018-12-14,0.2887899875640869,0.2887899875640869,0.3001500070095062,0.2851119935512543,0.2999719977378845,320266797
2018-12-15,0.2858830094337463,0.2858830094337463,0.291372001171112,0.2825230062007904,0.2886990010738373,277696890
2018-12-16,0.2879289984703064,0.2879289984703064,0.294169008731842,0.2858900129795074,0.2859109938144684,316135928
2018-12-17,0.328453004360199,0.328453004360199,0.3365010023117065,0.2869420051574707,0.2881009876728058,639336585
2018-12-18,0.350161999464035,0.350161999464035,0.350161999464035,0.3252910077571869,0.3290219902992248,753758217
2018-12-19,0.3519560098648071,0.3519560098648071,0.3933300077915191,0.3482010066509247,0.3550600111484527,1041279272
2018-12-20,0.3781990110874176,0.3781990110874176,0.3889740109443664,0.3470560014247894,0.3473609983921051,1006287680
2018-12-21,0.3585700094699859,0.3585700094699859,0.3840889930725097,0.3540349900722503,0.3767560124397278,724747471
2018-12-22,0.362307995557785,0.362307995557785,0.3629679977893829,0.3498699963092804,0.3588849902153015,487175830
2018-12-23,0.3712700009346008,0.3712700009346008,0.3814760148525238,0.3618069887161255,0.3630450069904327,634162707
2018-12-24,0.4067989885807037,0.4067989885807037,0.4484769999980926,0.3723979890346527,0.3723979890346527,1688430313
2018-12-25,0.3808720111846924,0.3808720111846924,0.4084390103816986,0.3693619966506958,0.4084390103816986,955306080
2018-12-26,0.378693014383316,0.378693014383316,0.3913339972496032,0.363440990447998,0.3799909949302673,690588635
2018-12-27,0.3411619961261749,0.3411619961261749,0.379608005285263,0.3362820148468017,0.3791059851646423,575821047
